지역,측정소코드,측정소명,측정일시,SO2,CO,O3,NO2,PM10,PM25,주소
경기 의정부시,131132,의정부1동,2017032723,0.004,0.6,0.003,0.046,72,35,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032724,0.003,0.5,0.003,0.04,74,39,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032801,0.003,0.6,0.003,0.038,75,52,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032802,0.003,0.6,0.003,0.036,87,54,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032803,0.003,0.6,0.003,0.032,83,48,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032804,0.003,0.6,0.003,0.03,82,47,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032805,0.003,0.6,0.003,0.029,84,53,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032806,0.003,0.7,0.003,0.029,87,48,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032807,0.004,0.7,0.003,0.034,89,58,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032808,0.004,0.8,0.003,0.038,90,60,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032809,0.004,0.7,0.004,0.038,112,79,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032810,0.004,0.6,0.007,0.036,121,80,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032811,0.004,0.5,0.014,0.034,119,85,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032812,0.004,0.5,0.015,0.035,124,77,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032813,0.004,0.5,0.018,0.035,124,82,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032814,0.004,0.5,0.021,0.038,117,76,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032815,0.005,0.4,0.036,0.034,112,68,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032816,0.004,0.3,0.052,0.023,112,65,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032817,0.004,0.3,0.05,0.025,93,56,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032818,0.005,0.3,0.049,0.027,98,58,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032819,0.005,0.4,0.042,0.034,97,60,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032820,0.005,0.3,0.04,0.029,95,55,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032821,0.004,0.4,0.028,0.035,78,41,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032822,0.004,0.4,0.022,0.037,66,37,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032823,0.004,0.5,0.01,0.047,75,37,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032824,0.004,0.5,0.009,0.045,84,42,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032901,0.004,0.6,0.004,0.045,79,47,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032902,0.004,0.6,0.004,0.041,76,40,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032903,0.004,0.6,0.006,0.038,72,46,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032904,0.004,0.6,0.006,0.034,68,42,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032905,0.004,0.6,0.004,0.033,70,42,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032906,0.003,0.6,0.003,0.036,78,40,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032907,0.004,0.7,0.003,0.041,71,48,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032908,0.004,0.7,0.004,0.045,82,53,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032909,0.004,0.6,0.012,0.041,103,67,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032910,0.004,0.3,0.035,0.021,96,58,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032911,0.004,0.3,0.039,0.02,60,33,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032912,0.004,0.3,0.046,0.018,69,36,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032913,0.004,0.3,0.053,0.016,69,40,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032914,0.004,0.3,0.063,0.016,73,43,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032915,0.004,0.3,0.068,0.015,83,46,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032916,0.004,0.3,0.064,0.017,86,47,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032917,0.004,0.3,0.062,0.018,81,44,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032918,0.004,0.3,0.057,0.021,81,38,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032919,0.004,0.3,0.052,0.023,70,42,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032920,0.004,0.4,0.033,0.037,63,37,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032921,0.004,0.3,0.039,0.026,74,32,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032922,0.004,0.3,0.038,0.025,66,28,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032923,0.004,0.3,0.038,0.024,69,35,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017032924,0.004,0.4,0.013,0.045,72,36,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033001,0.004,0.4,0.012,0.04,70,31,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033002,0.003,0.4,0.011,0.037,65,30,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033003,0.003,0.4,0.015,0.03,66,32,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033004,0.003,0.4,0.007,0.035,71,34,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033005,0.003,0.4,0.007,0.032,68,40,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033006,0.003,0.5,0.003,0.035,78,44,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033007,0.003,0.5,0.003,0.037,79,46,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033008,0.004,0.7,0.004,0.041,86,48,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033009,0.004,0.7,0.006,0.042,114,69,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033010,0.004,0.4,0.024,0.029,125,76,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033011,0.004,0.3,0.045,0.017,81,43,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033012,,,,,77,45,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033013,0.004,0.3,0.057,0.012,86,44,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033014,0.004,0.3,0.064,0.012,78,40,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033015,0.004,0.3,0.063,0.014,82,43,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033016,0.004,0.3,0.065,0.011,93,39,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033017,0.004,0.3,0.06,0.013,86,36,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033018,0.004,0.3,0.057,0.016,81,33,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033019,0.004,0.4,0.044,0.026,86,39,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033020,0.004,0.4,0.034,0.033,94,46,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033021,0.004,0.4,0.038,0.026,99,46,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033022,0.004,0.4,0.035,0.027,104,59,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033023,0.004,0.4,0.021,0.038,87,41,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033024,0.004,0.5,0.014,0.04,88,50,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033101,0.004,0.5,0.01,0.041,83,42,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033102,0.004,0.5,0.01,0.036,86,46,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033103,0.004,0.5,0.011,0.033,95,55,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033104,0.005,0.5,0.011,0.031,93,56,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033105,0.004,0.6,0.005,0.035,97,62,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033106,0.004,0.5,0.005,0.035,98,61,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033107,0.004,0.6,0.004,0.04,104,58,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033108,0.004,0.6,0.004,0.046,105,64,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033109,0.004,0.4,0.015,0.037,104,59,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033110,0.003,0.3,0.024,0.029,68,30,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033111,0.003,0.3,0.029,0.022,69,32,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033112,0.003,0.3,0.027,0.02,68,37,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033113,0.003,0.3,0.023,0.02,60,32,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033114,0.003,0.3,0.024,0.019,47,21,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033115,0.003,0.3,0.027,0.017,30,12,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033116,0.003,0.3,0.024,0.023,23,6,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033117,0.003,0.3,0.028,0.02,26,11,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033118,0.003,0.3,0.024,0.022,27,10,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033119,0.003,0.3,0.024,0.02,22,7,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033120,0.003,0.3,0.019,0.025,21,7,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033121,0.003,0.4,0.012,0.03,25,6,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033122,0.003,0.4,0.007,0.032,22,7,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033123,0.003,0.4,0.004,0.034,24,7,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017033124,0.003,0.5,0.003,0.034,30,10,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040101,0.003,0.4,0.003,0.03,34,8,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040102,0.003,0.4,0.005,0.025,31,7,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040103,0.003,0.4,0.005,0.024,29,11,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040104,0.003,0.4,0.003,0.024,35,21,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040105,0.003,0.4,0.004,0.022,44,19,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040106,0.004,0.5,0.004,0.024,54,31,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040107,0.004,0.5,0.004,0.024,63,45,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040108,0.004,0.6,0.005,0.024,65,43,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040109,0.004,0.5,0.013,0.022,61,39,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040110,0.003,0.3,0.027,0.014,60,45,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040111,0.003,0.3,0.035,0.012,40,21,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040112,0.003,0.2,0.044,0.008,36,17,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040113,0.003,0.2,0.049,0.006,27,9,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040114,0.003,0.2,0.051,0.007,25,8,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040115,0.003,0.2,0.048,0.009,23,12,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040116,0.003,0.2,0.049,0.009,23,10,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040117,0.003,0.2,0.046,0.012,35,6,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040118,0.003,0.2,0.05,0.01,34,10,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040119,0.003,0.3,0.027,0.03,44,11,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040120,0.003,0.4,0.02,0.035,36,20,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040121,0.003,0.3,0.04,0.015,39,18,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040122,0.003,0.3,0.037,0.016,41,18,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040123,0.003,0.3,0.031,0.021,41,13,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040124,0.003,0.4,0.018,0.027,36,15,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040201,0.003,0.4,0.008,0.03,38,15,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040202,0.003,0.4,0.005,0.028,45,18,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040203,0.003,0.4,0.008,0.021,42,18,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040204,0.003,0.4,0.006,0.02,40,17,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040205,0.003,0.4,0.004,0.02,35,20,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040206,0.003,0.4,0.004,0.02,36,18,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040207,0.003,0.4,0.004,0.02,46,26,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040208,0.003,0.4,0.006,0.022,40,24,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040209,0.003,0.4,0.009,0.025,51,26,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040210,0.003,0.3,0.02,0.023,54,25,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040211,0.003,0.3,0.031,0.019,50,27,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040212,0.003,0.2,0.044,0.012,49,25,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040213,0.004,0.2,0.059,0.008,52,25,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040214,0.004,0.2,0.06,0.008,53,23,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040215,0.004,0.2,0.063,0.008,45,23,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040216,0.004,0.2,0.064,0.008,58,21,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040217,0.004,0.3,0.064,0.009,60,24,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040218,0.004,0.3,0.065,0.012,70,30,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040219,0.004,0.3,0.062,0.014,84,44,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040220,0.004,0.3,0.055,0.017,89,43,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040221,0.004,0.4,0.047,0.022,87,44,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040222,0.004,0.4,0.049,0.02,92,52,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040223,0.004,0.4,0.047,0.02,92,47,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040224,0.004,0.5,0.015,0.041,86,50,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040301,0.004,0.6,0.008,0.041,89,49,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040302,0.003,0.5,0.011,0.036,89,48,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040303,0.003,0.5,0.008,0.032,86,45,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040304,0.003,0.5,0.005,0.031,85,50,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040305,0.003,0.6,0.004,0.031,85,42,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040306,0.003,0.6,0.003,0.032,79,46,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040307,0.003,0.6,0.003,0.035,87,56,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040308,0.004,0.8,0.004,0.043,91,44,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040309,0.004,0.6,0.007,0.046,123,68,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040310,0.005,0.5,0.011,0.045,115,68,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040311,0.005,0.5,0.017,0.043,110,68,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040312,0.005,0.6,0.015,0.053,107,65,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040313,0.005,0.4,0.034,0.039,114,67,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040314,0.006,0.4,0.051,0.029,96,53,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040315,0.005,0.3,0.062,0.019,113,50,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040316,0.004,0.3,0.064,0.016,80,37,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040317,0.005,0.3,0.067,0.02,80,33,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040318,0.005,0.3,0.062,0.025,90,41,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040319,0.005,0.4,0.05,0.033,93,42,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040320,0.005,0.4,0.04,0.04,109,53,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040321,0.005,0.5,0.027,0.049,112,58,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040322,0.005,0.5,0.019,0.051,119,59,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040323,0.005,0.5,0.007,0.059,120,69,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040324,0.005,0.5,0.006,0.054,117,65,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040401,0.004,0.5,0.005,0.049,108,60,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040402,0.004,0.6,0.004,0.044,110,59,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040403,0.004,0.6,0.004,0.044,108,63,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040404,0.004,0.6,0.003,0.041,99,60,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040405,0.003,0.5,0.003,0.037,105,66,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040406,0.003,0.6,0.003,0.035,98,64,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040407,0.004,0.7,0.004,0.038,112,74,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040408,0.004,0.8,0.004,0.043,119,75,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040409,0.005,0.8,0.005,0.048,124,77,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040410,0.005,0.5,0.017,0.049,134,82,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040411,0.005,0.4,0.042,0.033,100,51,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040412,0.006,0.4,0.035,0.044,88,39,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040413,0.006,0.5,0.035,0.049,98,44,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040414,0.006,0.4,0.059,0.032,97,48,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040415,0.006,0.3,0.076,0.021,82,37,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
경기 의정부시,131132,의정부1동,2017040416,0.005,0.2,0.076,0.015,84,38,경기 의정부시 의정부1동 225-1 의정부1동 주민센터 옥상
